,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,156.55827,-126.71044,712.0175,214.05692,-84.11925,270.06082,-47.378597,-20.690008,221.61444,-34.79441,249.94804,324.83502,637.1361,-61.60746,469.8685,-85.22119
1,24.719707,-31.498835,196.2108,53.939785,-20.050596,175.02243,-17.790863,-2.163823,107.43242,-5.0401154,104.25131,79.59369,187.43489,-21.861343,170.24138,-19.69281
2,174.96967,-67.56756,634.7051,5.959755,-41.62629,242.153,-13.562388,-1.6163052,369.4235,-16.636915,200.82791,205.21053,510.31793,-11.901717,127.925964,-130.9221
3,116.21966,-45.431957,401.81506,27.519463,-32.84744,272.0627,-22.112581,-3.702583,254.29146,-5.092734,205.46613,118.38168,368.35306,-21.028973,229.8582,-70.925835
4,-165.39316,-46.335873,973.59827,666.3517,644.5605,183.61842,-95.22483,-119.974,655.92535,-130.98923,2035.477,-127.58721,-121.944046,-115.5589,-110.89695,234.0139
5,464.58484,-164.55528,1272.6776,-3.419991,-78.78872,212.13458,-9.226936,-25.11357,638.4112,-39.077705,353.87225,447.70114,996.45795,-12.9638,122.77532,-281.87552
6,-15.814629,-13.317174,152.50095,120.41967,184.49736,385.84802,-50.435207,-7.7471004,282.8622,-25.236116,285.5962,-15.54308,-0.6335206,-13.996203,-5.576901,-7.185608
7,-93.13823,-12.422609,542.7193,535.8816,404.41324,189.74773,-85.531364,-67.29999,543.5842,-88.49529,1344.558,-77.53066,-100.08812,-70.27244,-27.402897,213.22575
8,-16.769411,-22.631117,94.291794,115.302376,-11.443702,140.57898,-22.547598,-6.2806954,-3.848053,-0.9962702,92.17536,63.01866,152.5725,-31.894896,189.31616,98.639275
9,53.81384,-63.611736,232.57964,177.24701,-39.729397,168.65865,-32.06841,-21.940168,0.6478629,-16.863218,70.676,143.69197,237.83905,-42.94923,309.75168,32.00883
10,-43.753933,39.936108,345.32727,349.57846,243.15477,281.29767,-79.85081,-14.112582,529.8344,-53.934643,947.0669,-26.325531,-64.70137,-24.977293,-24.975386,57.800995
11,384.476,-186.89406,1117.3319,206.66055,-77.10587,149.9622,-32.256573,-35.325573,324.16107,-66.24858,199.31377,511.25345,893.3297,-36.598022,242.85152,-187.5899
12,473.48013,-229.00403,1500.1447,251.51425,-112.83636,358.89877,-46.796055,-29.187616,531.49945,-80.715744,307.89804,645.27295,1210.6202,-53.530872,403.08124,-247.82323
13,329.4413,-126.967896,1209.6151,-2.5786643,-79.507286,423.0843,-22.17147,-3.3100278,699.5988,-28.006636,378.53326,388.45465,959.0485,-20.182394,223.84709,-255.4428
14,724.612,-336.67215,2109.4937,297.66385,-163.32408,414.83725,-65.86428,-52.05365,754.12335,-98.59343,511.04852,861.2009,1761.2354,-75.265884,598.8123,-370.42004
15,72.359116,-73.64624,473.32574,117.54892,-49.895668,383.20605,-39.224392,-4.4292264,253.13483,-12.779239,241.01503,188.99243,445.68912,-47.71697,387.42325,-52.188076
16,292.74237,-141.93883,1075.5634,107.19542,-78.423355,315.79605,-26.448807,-12.096195,521.1222,-38.7808,312.95203,442.91003,872.7111,-34.2304,253.61667,-205.07983
17,-406.56772,-200.93681,2189.9053,1086.673,1481.8604,191.39243,-137.54358,-321.12668,839.3631,-263.34506,3958.9167,-330.87326,-185.33025,-261.2489,-279.45605,535.59204
18,-2.999399,-70.39565,29.391926,384.4086,-47.30856,204.86858,-62.042854,-50.78607,170.15346,223.74174,648.2978,42.940678,497.86658,-67.227715,256.62894,-63.074654
19,5984.8013,-1972.1914,13527.083,-144.47676,-785.4074,609.34235,-69.02834,-560.90704,6833.252,-393.1937,4169.4194,4115.165,10863.943,-37.29786,699.1718,-3296.0525
20,166.27579,-81.98664,639.36017,61.31628,-60.444996,381.1086,-32.946594,-1.2512465,373.29886,-11.341901,300.71155,252.45486,579.25006,-40.08177,369.3501,-106.49402
21,-16.100672,-45.142925,153.66945,173.88249,-22.585821,306.262,-48.773556,-15.409584,84.39272,-2.6159093,87.27742,93.64656,198.07579,-46.10179,395.56256,130.54747
22,658.4208,-261.88443,2136.643,82.34961,-134.40398,524.0557,-27.491758,-24.937368,1080.2981,-71.95606,555.1699,821.8096,1664.9268,-36.491543,277.5857,-442.84995
23,597.1159,-232.84212,1929.308,37.558125,-135.09709,453.40735,-22.728521,-29.196018,1003.558,-49.827206,577.8818,686.38367,1514.1003,-38.041935,318.44824,-410.35236
24,617.9807,-236.39171,2002.2748,12.232156,-137.87492,486.44296,-21.751108,-25.07617,1058.7092,-51.459686,593.16693,703.1034,1570.8698,-35.120537,307.3779,-427.84497
25,34.484737,-104.27335,516.4747,273.04605,-55.63888,396.27582,-52.48544,-9.8582,124.9089,-38.06738,96.97689,221.99513,466.62143,-61.874306,425.775,-16.200933
26,637.0535,-257.5411,1813.833,115.91107,-124.61669,393.7046,-37.22159,-27.975666,802.85815,-69.27732,473.13934,696.0191,1486.2173,-40.283756,348.9523,-358.627
27,61.73686,-51.62048,240.19455,103.26707,-31.434544,67.318275,-18.959442,-12.944817,34.676514,-15.3881,72.73225,114.79811,223.24559,-25.54804,185.12762,-20.943724
28,104.604225,-82.00899,334.51578,184.24344,-49.19868,182.06322,-29.263407,-26.130783,-0.58339137,-22.965742,76.44528,204.0499,315.33582,-43.818626,336.1938,-7.3924165
29,950.0099,-324.7534,2451.662,-15.356521,-144.4317,317.12555,-7.379766,-73.5855,1260.5784,-72.58791,703.82324,801.64124,1920.4624,-17.840544,185.11888,-567.85767
30,-23.05782,-40.07657,25.703207,148.39127,-18.20569,318.4091,-41.35307,-24.760218,6.24365,70.738976,4.9148965,56.748196,205.84679,-57.73714,488.9608,252.99019
31,-11.68666,-47.863194,164.28905,175.29094,-23.849836,267.578,-41.402424,-16.343868,59.160236,-6.3314247,51.82802,87.59143,208.08424,-45.161285,353.23416,119.3252
32,217.33142,-114.96056,694.9582,104.79845,-59.967323,135.15652,-25.529528,-21.620533,260.40524,-27.46146,220.97505,290.92844,594.17114,-32.493053,251.96783,-124.85536
33,-684.62366,-394.75958,3565.8782,1598.6711,2456.5396,295.63022,-190.17757,-543.80115,1008.5396,-429.19083,6027.31,-559.395,-246.4681,-421.7336,-489.8982,955.16345
34,-22.057432,3.9487662,198.76309,206.02913,165.44359,277.0348,-60.447277,-6.5673976,376.43192,-31.00775,526.36127,-13.346631,-27.054626,-12.061259,-7.830559,-1.0081853
35,-8.9329815,-52.295692,26.9772,268.6709,-35.3694,94.536736,-42.162884,-41.529514,105.53446,216.7988,513.1686,28.261703,438.1758,-52.06565,160.01534,-53.40738
36,487.68155,-229.08939,1435.5212,191.876,-108.73191,241.17989,-38.822254,-45.69678,540.24835,-58.678375,396.99014,577.06335,1203.3275,-50.670513,387.91177,-268.7262
37,-32.62631,-69.69195,-16.943653,281.61615,-25.502216,-2.8044896,-15.360329,-69.184746,25.714632,347.58954,737.69165,-1.7865006,639.72644,-51.583656,-24.935621,-59.809917
38,223.36458,-135.8149,807.66876,164.67822,-76.0639,197.45155,-37.9994,-23.759846,268.08847,-37.19412,240.18295,360.01666,690.6582,-47.066525,356.17993,-125.27415
39,-16.757114,-15.497238,145.32237,135.63635,174.0685,363.79327,-49.282337,-7.8606157,278.31036,-27.214914,279.16278,-12.035924,-2.2734463,-14.507718,-7.014652,-4.0917773
40,118.01526,-100.15326,638.42535,175.20627,-76.90707,355.4939,-42.749348,-8.107465,259.60434,-23.878407,249.68185,272.69,584.36176,-57.11146,462.64713,-74.2238
41,-38.706554,-0.8960201,256.40063,324.88092,202.0379,281.64957,-74.76411,-14.261252,463.2142,-46.142593,756.7193,-18.202168,-52.892555,-22.284151,-6.7384996,84.329994
42,-275.85883,-142.07794,1500.1667,886.7328,1063.8973,208.48074,-115.094376,-211.37776,678.83185,-207.70291,2770.8525,-230.86975,-143.96272,-180.47166,-198.13591,468.16882
43,322.66483,-172.05992,982.4883,243.54631,-78.44844,165.94646,-37.88762,-32.508434,209.53291,-68.64456,131.78636,473.57013,778.07367,-44.314793,302.44336,-136.68639
44,149.34496,-120.00181,766.3979,162.93613,-87.76918,364.11557,-47.52609,-12.697672,346.37717,-22.938896,333.0872,328.16006,703.791,-62.703762,505.59476,-109.99524
45,322.91382,-123.80817,1115.4104,-5.015436,-81.391556,306.12018,-13.198824,-19.344671,633.41223,-17.428244,387.89822,321.0122,889.48883,-22.13651,226.5268,-247.21736
46,-100.95838,-10.03825,645.5423,569.79816,452.73553,223.52849,-89.70275,-67.49334,600.4187,-101.11264,1507.2854,-82.931145,-105.132545,-79.448425,-60.146706,188.70439
47,2345.2056,-819.6745,5796.8716,-2.5096312,-323.9536,647.193,-37.66245,-163.25716,2703.8015,-214.849,1491.8862,2090.279,4526.397,-45.79576,406.43927,-1294.5527
48,591.6663,-279.87442,1836.8156,294.21356,-126.66223,393.17792,-49.891632,-37.413544,648.26416,-102.06088,350.26385,812.2808,1460.4885,-55.835823,398.02112,-313.1184
49,-79.75555,-2.6379519,469.2379,485.86835,365.37512,252.53423,-93.464134,-52.148315,565.9078,-73.12385,1264.02,-63.898403,-96.151306,-53.34593,-3.0693486,185.9401
50,-21.594755,-37.697514,25.071665,139.04045,-16.418472,298.9415,-38.68045,-23.06343,7.8103848,64.09993,3.698018,52.763435,190.8722,-53.379078,452.17657,235.04884
51,342.83267,-163.54234,1223.5677,128.75636,-84.56711,327.40262,-27.29816,-17.334265,583.52344,-47.88976,337.9546,510.41293,981.144,-35.44872,245.8096,-235.53992
52,-15.95349,-29.620825,54.498756,121.022224,-12.448716,220.54846,-36.048664,-13.228787,46.852287,15.457107,65.49296,50.041485,126.98573,-32.795254,291.59378,138.87956
53,-7.7875133,-66.53765,5.9673767,291.5264,-52.612896,-2.9132607,-44.129696,-46.498837,-0.78603053,178.60835,487.57962,-2.9020545,447.6532,-54.239418,217.0345,-33.62025
54,-17.535563,-31.96345,14.293677,122.91669,-19.144749,253.481,-34.075115,-22.237288,-1.7280973,69.32449,13.678055,52.675396,177.34703,-51.969543,440.8492,220.27138
55,-17.62792,-17.267014,133.34587,107.41282,182.90195,414.86996,-47.36848,-9.202773,256.05627,-21.52566,235.9973,-13.23185,34.76806,-17.146517,-2.153217,-6.379108
56,-19.647285,-33.96389,17.475483,129.75609,-18.717709,271.6983,-36.00359,-22.535772,-0.7195424,69.38439,9.872245,52.18638,185.1353,-53.353912,450.80176,228.65675
57,-49.743313,30.558098,385.89987,366.15854,264.41525,275.03375,-79.97752,-17.245728,537.8936,-60.607178,1008.8447,-31.33859,-69.066536,-28.869837,-34.795845,68.63933
58,101.08265,-78.737015,348.73895,171.45714,-44.7708,95.5283,-27.07137,-22.589933,17.311811,-25.538792,75.8103,180.6648,313.01532,-38.06947,270.48257,-22.95899
59,-10.508452,-52.00973,198.88606,173.3872,-23.870235,285.03104,-41.50831,-13.450976,70.5349,-10.694831,53.25403,90.962395,227.5052,-44.98161,328.2804,86.41098
60,8150.4487,-2657.8655,17638.418,-207.05986,-1010.1372,294.8293,-102.1465,-792.2258,8788.071,-522.2531,5527.027,5282.8115,14254.161,-26.774323,758.8191,-4349.8174
61,-12.314191,-3.3083596,69.437515,21.550047,126.081024,354.58926,-32.619537,-1.534676,147.08128,-8.46812,94.66483,-9.930052,86.18105,-10.575435,81.377235,-1.296399
62,2688.845,-888.70667,6021.9453,-63.838253,-358.74033,239.1143,-43.107254,-248.03423,3022.5398,-171.7614,1895.7822,1831.4574,4869.133,-19.544971,353.65305,-1466.5834
63,-17.418482,-33.014065,12.966184,127.9548,-21.137318,260.48956,-35.47555,-23.845823,-2.7201517,75.28991,18.23157,57.512177,186.26266,-55.31311,470.62662,232.56483
64,531.55334,-239.88972,1633.0492,192.4703,-102.08152,288.91708,-30.692175,-38.591896,674.09076,-77.29651,379.1882,690.8744,1299.3928,-38.05523,240.02951,-314.70187
65,238.35184,-160.17177,1036.9574,241.16557,-104.8997,437.53287,-56.31562,-12.212006,382.41208,-49.214016,298.18665,463.26865,885.82385,-69.20164,548.7122,-137.58415
66,-135.0103,-37.549473,793.5168,633.36395,563.70105,171.2666,-87.44981,-101.19198,568.55133,-121.52443,1705.3461,-116.2091,-111.0559,-101.71404,-81.492424,264.03644
67,-11.682586,-21.302233,119.21069,65.06925,28.52973,327.69006,-35.21783,-3.5512981,127.08999,-4.5164804,84.96004,31.558765,138.20383,-23.396471,176.7587,9.232166
68,242.26398,-100.81768,856.15424,6.1124334,-68.305725,299.72485,-20.69422,-9.069139,485.46152,-13.450339,331.17487,286.64795,705.6025,-27.727802,261.48575,-178.27603
69,-27.729706,28.627638,252.2038,233.42133,188.6504,270.174,-64.70533,-8.9478445,418.31293,-35.89368,669.0421,-18.974669,-37.50826,-15.897089,-13.482719,-0.10639947
70,-257.96664,-112.64138,1435.5049,858.90955,988.5086,200.40991,-114.716896,-195.66568,732.6516,-190.25258,2757.6355,-208.9785,-148.15596,-170.83424,-180.76053,386.53476
71,-17.728773,-4.4023795,169.40187,181.42795,175.4343,317.1862,-55.120922,-7.788073,338.54105,-29.877111,401.2088,-12.534016,-15.462859,-10.976394,-8.666854,-3.611204
72,-18.027006,-35.21627,82.07066,139.98645,-15.898636,234.46204,-39.677296,-8.303868,33.277325,5.8204427,69.360825,62.591213,156.71733,-35.06244,293.45544,131.7517
73,10.490475,-27.57399,97.48168,85.29652,-19.664476,65.19486,-15.356624,-9.263701,3.9323773,-5.6330957,42.13327,58.880592,104.29258,-19.761982,150.40088,16.74217
74,4251.8413,-1425.8208,9577.655,-64.792046,-563.4524,467.28177,-62.7269,-363.84583,4649.2534,-306.24588,2861.8018,3183.8096,7669.135,-53.707386,578.9474,-2271.9487
75,-7.4064345,-60.2944,339.03113,165.1742,-22.980742,357.77463,-38.986214,-1.4455351,142.10973,-22.042292,101.514366,157.89275,277.2832,-41.424915,249.51543,-15.52325
76,550.5431,-199.13107,1574.8623,-1.8668636,-101.378235,290.95297,-10.964402,-33.371605,810.26904,-44.461224,457.63672,542.92065,1232.244,-21.207317,187.46567,-348.4087
77,-8.750606,-42.47637,142.91612,121.41679,-24.989687,27.94228,-20.517904,-39.660168,139.87173,120.37243,328.33752,43.404396,283.4128,-30.313974,91.47627,-61.20178
78,900.8455,-299.6549,2333.8108,-32.65498,-141.92874,287.19022,-17.507803,-75.31411,1259.1371,-53.17328,743.7793,621.23035,1870.9761,-5.818072,184.81885,-561.2995
79,-2.6737907,-29.309956,203.56947,52.519325,-8.80017,311.80823,-33.187572,-0.63842165,158.63646,-2.5161855,145.72147,66.58024,210.99309,-25.155355,212.22888,-19.674276
80,299.43106,-111.977356,832.04877,4.4693937,-59.043377,141.31778,-8.890958,-22.699507,420.3659,-19.817205,275.25943,276.20782,670.17017,-16.551067,143.48344,-185.2888
81,-144.07889,-57.000904,803.4483,687.854,578.4699,192.08813,-92.96407,-103.81671,581.4203,-134.18967,1710.6614,-113.05566,-110.809074,-103.32183,-89.509026,332.1775
82,422.91483,-145.57558,1446.7234,-23.165037,-90.32407,384.63696,-10.969993,-28.01973,871.43494,-22.171476,473.37714,325.4751,1143.4835,-7.439962,181.54555,-339.03064
83,-425.86572,-225.77588,2273.4475,1098.4054,1541.3313,214.57983,-138.63203,-329.82986,827.3674,-276.34805,4015.7878,-338.85986,-180.69255,-265.14825,-308.96548,570.36365
84,145.75946,-118.998695,719.87115,226.31445,-81.912254,334.1384,-46.12367,-12.558402,226.65947,-37.587143,212.41547,326.5179,629.90094,-59.72552,461.9382,-77.337555
85,1922.0779,-660.5744,4391.694,-14.43562,-267.33105,251.79556,-41.560738,-160.53366,2064.7488,-142.77525,1310.863,1490.002,3532.4194,-37.764378,361.68912,-1019.6567
86,-18.335302,-36.143135,63.63434,165.98918,-21.563124,243.3245,-45.81233,-16.776564,42.882576,17.347313,79.20349,70.048065,156.34105,-41.117496,378.87418,185.86421
87,-10.213065,-26.649061,-2.6399887,84.5338,-25.8691,200.38573,-23.911379,-26.751541,-9.805224,79.1684,28.118164,70.11539,176.18785,-53.418133,439.1173,210.48497
88,667.2516,-270.52573,2089.3838,124.50899,-125.866875,464.8215,-29.852331,-25.990494,983.50574,-84.24197,490.2446,849.186,1622.2646,-33.497913,236.77724,-422.13092
89,-143.53337,-36.65824,859.8796,582.37885,555.8377,165.10219,-84.852425,-103.41245,596.708,-113.431274,1809.4081,-108.82709,-107.51188,-100.3178,-96.258804,186.6991
90,520.3495,-181.0647,1300.632,-2.8519537,-75.64479,150.52478,-8.208272,-36.436974,626.4213,-44.488422,351.60382,459.8732,1020.5716,-10.515899,98.057724,-293.77887
91,-85.28022,-3.260582,578.58685,451.49445,402.5983,205.85939,-79.67082,-61.53799,528.7959,-79.1899,1357.0895,-77.947075,-89.54473,-67.64286,-40.236225,115.45947
92,-10.938171,-28.851328,118.60757,111.37125,-5.112511,292.6588,-33.67069,-8.445587,90.54529,-6.0999374,36.750465,60.562675,157.5918,-31.362823,235.64597,84.91387
93,-4.065828,-32.535046,96.378105,148.89313,-32.196564,170.08319,-34.745697,-16.00731,12.553144,-1.5175554,69.60375,80.1078,169.2039,-36.953804,331.32196,132.11615
94,176.13708,-122.363235,603.09454,225.28113,-62.55777,124.032364,-33.71268,-29.284403,57.980377,-49.234306,79.76183,316.621,503.06003,-44.633877,302.04605,-58.666454
95,202.1877,-77.522835,690.00635,-2.6780138,-53.583015,220.54436,-12.794246,-11.32577,395.77094,-8.316661,268.5636,205.04233,555.5223,-18.733545,191.99327,-150.03822
96,1919.5413,-659.0175,4624.941,-20.676512,-278.09296,422.1675,-29.255436,-152.95131,2271.1958,-145.07796,1352.7949,1567.669,3673.1462,-37.553894,365.02982,-1072.6407
97,187.62202,-129.58101,709.1451,245.80869,-76.939575,229.80827,-44.753025,-20.254484,140.6368,-49.112034,143.00002,328.49976,601.0117,-54.317135,405.92368,-70.40114
98,-4.0876,-33.2047,40.672028,160.85359,-22.516972,54.579,-24.781563,-26.268839,81.65325,113.631645,306.40753,22.72186,265.33942,-31.09072,91.792595,-35.45858
99,22.43386,-30.225927,125.93969,42.130463,-21.31308,48.780716,-12.885192,-6.6626825,40.147213,-0.63589764,89.41487,57.020653,150.1208,-17.73328,140.63477,-17.940062
100,-2.2808082,-33.195656,186.39856,89.84994,-11.425276,247.25479,-26.729624,-1.1682094,120.11009,-10.042874,83.996956,81.383606,174.62636,-26.847788,167.3104,-7.861787
101,2.909536,-65.01641,355.03772,167.21605,-29.744175,362.4538,-40.47096,-4.0639114,174.31647,-21.556993,121.41161,144.378,319.58115,-46.056805,289.82947,-16.346727
102,59.160492,-30.453146,210.16449,4.2916446,-22.05631,91.32021,-9.597494,-4.1970387,121.06807,-1.2641567,113.85404,74.6001,195.32669,-13.2766695,128.57312,-41.51168
103,176.78148,-70.4713,460.87735,11.755921,-37.820026,64.262054,-7.509713,-19.598879,224.38039,-9.276016,192.70772,138.92404,385.64056,-16.296476,130.32785,-103.117874
104,-274.4744,-133.38992,1504.4042,853.79724,1036.9579,196.6625,-112.50043,-207.93916,699.6248,-198.09985,2804.3413,-220.40955,-143.37892,-176.58734,-199.73677,411.72415
105,54.513718,-59.813374,302.37933,126.5534,-41.802517,132.87753,-25.128695,-10.649673,73.163795,-15.656298,113.318245,136.49782,290.18613,-33.589798,252.08075,-26.794325
106,-87.91227,-7.7701645,580.46954,498.37375,399.8898,224.52803,-83.722916,-55.366608,571.2599,-89.05972,1367.2007,-68.93497,-92.915245,-66.78664,-57.148968,141.09193
107,-11.353296,-30.425495,110.34812,116.7187,-15.542559,212.73602,-35.337044,-4.776455,54.946148,-2.627154,71.65919,55.194748,137.96603,-29.346151,250.43724,71.626625
108,747.1605,-248.58052,2051.731,-24.183592,-115.26314,327.73788,-5.2137713,-54.97392,1109.7732,-55.639233,578.46906,595.1641,1595.7601,-3.926647,121.93332,-480.98053
109,-1.950586,-22.675806,119.84203,47.463417,-11.851867,163.41095,-18.76173,-1.0045203,80.43132,-0.4150706,89.57597,64.267235,128.62064,-19.851383,154.62158,-7.4769044
110,135.56776,-122.38812,610.57776,273.31345,-66.23749,242.97389,-43.735966,-21.55969,49.747097,-47.896225,81.98424,310.97482,501.22818,-55.727886,397.99628,-37.406246
